"google_volume_id","source_query","source_queries","source_start_index","source_result_index","global_rank","fetched_at","dedup_key","dedup_strategy","duplicate_count","title","subtitle","author","isbn_13","isbn_10","canonical_isbn_13","description","page_count","publication_year","published_date_raw","publisher","categories","language","cover_url","source","avg_rating","ratings_count"
"TDu3AAAAIAAJ","market microstructure order execution","market microstructure order execution","0","14","14","2026-05-14T13:00:03+00:00","TDu3AAAAIAAJ","volume_id","1","Expectations and Market Microstructure when Liquidity is Lost","","Jun Muranaga, Tokiko Shimizu","","","","Focuses on the halt of price discovery function in the financial markets and the evaporation of market liquidity. Explores the mechanism of these phenomena by using simulation techniques shown in Muranaga and Shimizu (1999).","34","1999","1999","","Liquidity (Economics).","en","https://books.google.com/books/content?id=TDu3AAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api","google_books","",""
"0i0-AQAAIAAJ","market microstructure order execution","market microstructure order execution","0","17","17","2026-05-14T13:00:03+00:00","0i0-AQAAIAAJ","volume_id","1","The Law and Economics of Best Execution","","Jonathan R. Macey","","","","","68","1997","1997","","Clearing of securities","en","https://books.google.com/books/content?id=0i0-AQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api","google_books","",""
"U19JS5EWBA4C","market microstructure order execution","market microstructure order execution","0","18","18","2026-05-14T13:00:03+00:00","U19JS5EWBA4C","volume_id","1","The Microstructure of Securities Markets","","Kalman J. Cohen","","","","","280","1986","1986","Prentice Hall","Business & Economics","en","https://books.google.com/books/content?id=U19JS5EWBA4C&printsec=frontcover&img=1&zoom=1&source=gbs_api","google_books","",""
"kMfvaoBR7CgC","market microstructure order execution","market microstructure order execution","0","19","19","2026-05-14T13:00:03+00:00","kMfvaoBR7CgC","volume_id","1","The Flow of Information in Financial Markets","A Market Microstructure Examination","Allan A. Zebedee","","","","","270","2001","2001","","Financial futures","en","https://books.google.com/books/content?id=kMfvaoBR7CgC&printsec=frontcover&img=1&zoom=1&source=gbs_api","google_books","",""
"mTsojU123lMC","market microstructure order execution","market microstructure order execution","40","2","42","2026-05-14T13:00:05+00:00","mTsojU123lMC","volume_id","1","Journal of Financial Economics","","Graduate School of Management, Harvard University, University of Rochester","","","","Published: Elsevier, 2004-","","1997","1997","","","en","https://books.google.com/books/content?id=mTsojU123lMC&printsec=frontcover&img=1&zoom=1&source=gbs_api","google_books","",""
"5vPukh99wHkC","market microstructure order execution","market microstructure order execution","40","5","45","2026-05-14T13:00:05+00:00","5vPukh99wHkC","volume_id","1","An Intraday Analysis of Stock Market Liquidity","","Joe Lange","","","","","222","1998","1998","","Liquidity (Economics)","en","https://books.google.com/books/content?id=5vPukh99wHkC&printsec=frontcover&img=1&zoom=1&source=gbs_api","google_books","",""
"JlBJAAAAYAAJ","market microstructure order execution","market microstructure order execution","40","6","46","2026-05-14T13:00:05+00:00","JlBJAAAAYAAJ","volume_id","1","Transaction Costs and Institutional Investor Trading Strategies","","Robert Alan Schwartz, David K. Whitcomb","","","","","86","1988","1988","","Financial institutions","en","https://books.google.com/books/content?id=JlBJAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api","google_books","",""
"-B5NAQAAMAAJ","market microstructure order execution","market microstructure order execution","40","9","49","2026-05-14T13:00:05+00:00","-B5NAQAAMAAJ","volume_id","1","An Analysis of Market Organization, Order Strategy and Market Quality","","Gail Michele Belonsky","","","","","418","1996","1996","","","en","https://books.google.com/books/content?id=-B5NAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api","google_books","",""
"brAsAQAAIAAJ","market microstructure order execution","market microstructure order execution","40","11","51","2026-05-14T13:00:05+00:00","brAsAQAAIAAJ","volume_id","1","Financial Futures and Options Markets","Concepts and Strategies","Robert T. Daigler","","","","","664","1994","1994","HarperCollins College","Business & Economics","en","https://books.google.com/books/content?id=brAsAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api","google_books","",""
"mDLHDRtFVEgC","market microstructure order execution","market microstructure order execution","40","12","52","2026-05-14T13:00:05+00:00","mDLHDRtFVEgC","volume_id","1","Effects of Trading Halt System on Market Functioning","Simulation Analysis of Market Behavior with Artificial Shutdown","Jun Muranaga, Tokiko Shimizu","","","","","68","1999","1999","","Stock exchanges","en","https://books.google.com/books/content?id=mDLHDRtFVEgC&printsec=frontcover&img=1&zoom=1&source=gbs_api","google_books","",""
"78EiAQAAMAAJ","market microstructure order execution","market microstructure order execution","40","14","54","2026-05-14T13:00:05+00:00","78EiAQAAMAAJ","volume_id","1","An Ordered Probit Analysis of Transaction Stock Prices","","Jerry A. Hausman, Andrew Wen-Chuan Lo, Archie Craig MacKinlay","","","","We estimate the conditional distribution of trade-to-trade price changes using ordered probit, a statistical model for discrete random variables. Such an approach takes into account the fact that transaction price changes occur in discrete increments, typically eighths of a dollar, and occur at irregularly spaced time intervals. Unlike existing continuous-time/discrete-state models of discrete transaction prices, ordered probit can capture the effects of other economic variables on price changes, such as volume, past price changes, and the time between trades. Using 1988 transactions data for over 100 randomly chosen U.S. stocks, we estimate the ordered probit model via maximum likelihood and use the parameter estimates to measure several transaction-related quantities, such as the price impact of trades of a given size, the tendency towards price reversals from one transaction to the next, and the empirical significance of price discreteness.","92","1991","1991","","Finance","en","https://books.google.com/books/content?id=78EiAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api","google_books","",""
"BfS3AAAAIAAJ","market microstructure order execution","market microstructure order execution","80","1","81","2026-05-14T13:00:07+00:00","BfS3AAAAIAAJ","volume_id","1","International Investments","","Bruno H. Solnik","","","","This work offers a coverage of the challenges and hazards of international investment, and the case for international diversification. It also includes a treatment of international performance analysis and currency issues.","664","1996","1996","Addison Wesley Publishing Company","Business & Economics","en","https://books.google.com/books/content?id=BfS3AAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api","google_books","",""
"xKlHAAAAYAAJ","market microstructure order execution","market microstructure order execution","80","7","87","2026-05-14T13:00:07+00:00","xKlHAAAAYAAJ","volume_id","1","Limit Order Book as a Market for Liquidity","","Thierry Foucault, Ohad Kadan, Eugene Kandel","","","","","76","2001","2001","","Liquidity (Economics)","en","https://books.google.com/books/content?id=xKlHAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api","google_books","",""
"UM8JAQAAMAAJ","market microstructure order execution","market microstructure order execution","80","9","89","2026-05-14T13:00:07+00:00","UM8JAQAAMAAJ","volume_id","1","Performance of International Securities Markets","","Heiko Schmiedel","","","","Tiivistelmä.","284","2004","2004","","Clearing of securities","en","https://books.google.com/books/content?id=UM8JAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api","google_books","",""
"YVVSAQAAIAAJ","market microstructure order execution","market microstructure order execution","80","11","91","2026-05-14T13:00:07+00:00","YVVSAQAAIAAJ","volume_id","1","Regulating Exchanges and Alternative Trading Systems","A Law and Economics Perspective","Jonathan R. Macey, Maureen O'Hara","","","","","66","1998","1998","","Investments","en","https://books.google.com/books/content?id=YVVSAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api","google_books","",""
"4pbwAAAAMAAJ","market microstructure order execution","market microstructure order execution","80","12","92","2026-05-14T13:00:07+00:00","4pbwAAAAMAAJ","volume_id","1","Share Liquidity and Corporate Efforts to Enhance it","A Study on the Swedish Stock Exchange","Maria Gårdängen","","","","","268","2005","2005","","Liquidity (Economics)","en","https://books.google.com/books/content?id=4pbwAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api","google_books","",""
"57fuAAAAMAAJ","market microstructure order execution","market microstructure order execution","80","14","94","2026-05-14T13:00:07+00:00","57fuAAAAMAAJ","volume_id","1","Financial Modelling","Proceedings of the 23rd Meeting of the Euro Working Group","Andrzej M. J. Skulimowski","","","","","510","1999","1999","","Corporations","en","https://books.google.com/books/content?id=57fuAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api","google_books","",""
"_rC3AAAAIAAJ","market microstructure order execution","market microstructure order execution","80","17","97","2026-05-14T13:00:07+00:00","_rC3AAAAIAAJ","volume_id","1","The Challenge of Information Technology for the Securities Markets","Liquidity, Volatility, and Global Trading","Salomon Brothers Center for the Study of Financial Institutions","","","","","334","1989","1989","McGraw-Hill Professional Publishing","Business & Economics","en","https://books.google.com/books/content?id=_rC3AAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api","google_books","",""
"ZerzAAAAMAAJ","financial statement analysis investing","financial statement analysis investing","0","6","6","2026-05-14T13:00:09+00:00","ZerzAAAAMAAJ","volume_id","1","Financial Statement Analysis and Security Valuation","","Stephen H. Penman","","","","Lays out the techniques and principles of financial statement analysis, with a focus on the investor. Works from a conceptual framework and provides tools for practical analysis. Illustrates methods with applications to recognisable companies such as Nike, Microsoft, Dell, and Coca-Cola.","808","2007","2007","McGraw-Hill/Irwin","Business & Economics","en","https://books.google.com/books/content?id=ZerzAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api","google_books","",""
"a1EPAQAAMAAJ","financial statement analysis investing","financial statement analysis investing","0","8","8","2026-05-14T13:00:09+00:00","a1EPAQAAMAAJ","volume_id","1","Financial Statement Analysis","Using Financial Accounting Information","Charles H. Gibson","","","","Gibson does not oversimplify financial statements. Rather, it involves readers with the material by using real-world examples, with emphasis on the analysis and interpretation of the end result of financial reporting - financial statements.","838","1998","1998","South Western Educational Publishing","Business & Economics","en","https://books.google.com/books/content?id=a1EPAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api","google_books","",""
"KGgPAQAAMAAJ","financial statement analysis investing","financial statement analysis investing","0","9","9","2026-05-14T13:00:09+00:00","KGgPAQAAMAAJ","volume_id","1","Financial Statement Analysis","","Ray Ball, S. P. Kothari","","","","Textbook","790","1994","1994","McGraw-Hill Companies","Business & Economics","en","https://books.google.com/books/content?id=KGgPAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api","google_books","",""
"8TwPAQAAMAAJ","financial statement analysis investing","financial statement analysis investing","0","10","10","2026-05-14T13:00:09+00:00","8TwPAQAAMAAJ","volume_id","1","Financial Reporting and Statement Analysis","A Strategic Perspective","Clyde P. Stickney","","","","For the undergraduate or MBA course in Financial Statement Analysis offered by accounting, finance, and economics departments. This text takes a strategic approach to financial statement analysis. Not only will students apply accounting principles and procedures, but they will understand the economic conditions of a firm and the firm's particular strategies to compete in each of its businesses. This approach elevates the course from one of mechanical calculations to one that integrates concepts from economics, business strategy, accounting, and other business disciplines. This synthesizing experience rewards students both intellectually and practically.","760","1996","1996","","Business & Economics","en","https://books.google.com/books/content?id=8TwPAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api","google_books","",""
"Tg9LAAAAYAAJ","financial statement analysis investing","financial statement analysis investing","0","14","14","2026-05-14T13:00:09+00:00","Tg9LAAAAYAAJ","volume_id","1","Analysis of American and Canadian Securities for the Use of English Investors","","Kenneth Ffarington Bellairs","","","","","164","1874","1874","","Investments","en","https://books.google.com/books/content?id=Tg9LAAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","google_books","",""
"c-m2AAAAIAAJ","financial statement analysis investing","financial statement analysis investing","0","15","15","2026-05-14T13:00:09+00:00","c-m2AAAAIAAJ","volume_id","1","Financial Statement Analysis","Theory, Application, and Interpretation","Leopold A. Bernstein","","","","","1112","1993","1993","McGraw-Hill/Irwin","Business & Economics","en","https://books.google.com/books/content?id=c-m2AAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api","google_books","2.5","2"
"EmYPAQAAMAAJ","financial statement analysis investing","financial statement analysis investing","0","16","16","2026-05-14T13:00:09+00:00","EmYPAQAAMAAJ","volume_id","1","Modern Strategy for Successful Investing","A Guide to Preserving Your Capital and Making it Grow","Keith V. Smith, David K. Eiteman","","","","","584","1974","1974","","Business & Economics","en","https://books.google.com/books/content?id=EmYPAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api","google_books","",""
"UuBDAQAAIAAJ","financial statement analysis investing","financial statement analysis investing","0","17","17","2026-05-14T13:00:09+00:00","UuBDAQAAIAAJ","volume_id","1","Practical Financial Statement Analysis","","Roy A. Foulke","","","","","744","1950","1950","","Accounting","en","https://books.google.com/books/content?id=UuBDAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api","google_books","",""
"ZEEPAQAAMAAJ","financial statement analysis investing","financial statement analysis investing","0","18","18","2026-05-14T13:00:09+00:00","ZEEPAQAAMAAJ","volume_id","1","The Analysis of Financial Statements","","Harry George Guthmann","","","","","476","1925","1925","","Accounting","en","https://books.google.com/books/content?id=ZEEPAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api","google_books","",""
"owAdAAAAIAAJ","financial statement analysis investing","financial statement analysis investing","40","0","40","2026-05-14T13:00:11+00:00","owAdAAAAIAAJ","volume_id","1","Badger on Investment Principles and Practices","","Ralph Eastman Badger","","","","","958","1928","1928","","Investments","en","https://books.google.com/books/content?id=owAdAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api","google_books","",""
"eUU6AAAAMAAJ","financial statement analysis investing","financial statement analysis investing","40","1","41","2026-05-14T13:00:11+00:00","eUU6AAAAMAAJ","volume_id","1","Sources of Investment Information","Compiled for the Investment Bankers Association of America","Special Libraries Association. Exhibit Committee","","","","","88","1929","1929","","Investments","en","https://books.google.com/books/content?id=eUU6AAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api","google_books","",""
"VOC2AAAAIAAJ","financial statement analysis investing","financial statement analysis investing","40","2","42","2026-05-14T13:00:11+00:00","VOC2AAAAIAAJ","volume_id","1","Handbook of International Accounting","","Frederick D. S. Choi","","","","As the global economy develops, international accounting has become an important and volatile field. This reference work aims to cover all important topics and keep readers up-to-date with on-going developments. Coverage includes the accounting function and practices, technical issues like currency transactions, pricing, pensions, leasing, financial reporting and disclosures, auditing, planning and control, and accounting standards.","892","1991","1991","Wiley","Business & Economics","en","https://books.google.com/books/content?id=VOC2AAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api","google_books","",""
"vm5aAAAAYAAJ","financial statement analysis investing","financial statement analysis investing","40","6","46","2026-05-14T13:00:11+00:00","vm5aAAAAYAAJ","volume_id","1","Insurance Company Investment Management Handbook","","Edmund A. Mennis, Stanley D. Ryals","","","","","680","1992","1992","","Business & Economics","en","https://books.google.com/books/content?id=vm5aAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api","google_books","",""
"pNOxAAAAIAAJ","financial statement analysis investing","financial statement analysis investing","40","8","48","2026-05-14T13:00:11+00:00","pNOxAAAAIAAJ","volume_id","1","Venture's Guide to Investing in Private Companies","A Financing Manual for the Entrepreneurial Investor","Arthur Lipper, George Ryan","","","","","312","1984","1984","Irwin Professional Publishing","Business & Economics","en","https://books.google.com/books/content?id=pNOxAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api","google_books","",""
"V3u3AAAAIAAJ","financial statement analysis investing","financial statement analysis investing","40","9","49","2026-05-14T13:00:11+00:00","V3u3AAAAIAAJ","volume_id","1","Techniques of Financial Analysis","A Guide to Value Creation","Erich A. Helfert","","","","This best-selling practical guide for managers and students of business emphasizes the financial concepts and tools that are essential for making sound business decisions in order to create shareholder value. The book's major appeal for over 35 years, with 500,000 copies in print in 9 languages, has been its direct, concise, no-nonsense approach. The 10th (millennium) edition maintains the unique perspective that any business can be viewed as a dynamic, integrated system of cash flows, which are activated by management decisions. The new edition is integrated with an advanced financial analysis and planning application, Financial Genome, which is available from www.modernsoft.com, together with free templates illustrating the key concepts and diagrams of the book.Check out Financial Genome at http: //www.modernsoft.com","586","2000","2000","McGraw-Hill/Irwin","Business & Economics","en","https://books.google.com/books/content?id=V3u3AAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api","google_books","",""
"GXj9zOzLur0C","financial statement analysis investing","financial statement analysis investing","40","10","50","2026-05-14T13:00:11+00:00","GXj9zOzLur0C","volume_id","1","The Evening Sessions","","University of Toledo","","","","","678","1921","1921","","Universities and colleges","en","https://books.google.com/books/content?id=GXj9zOzLur0C&printsec=frontcover&img=1&zoom=1&source=gbs_api","google_books","",""
"tdJOAQAAMAAJ","financial statement analysis investing","financial statement analysis investing","40","11","51","2026-05-14T13:00:11+00:00","tdJOAQAAMAAJ","volume_id","1","Investment Basics","","Joyce Edna Jones","","","","","44","1999","1999","","Investments","en","https://books.google.com/books/content?id=tdJOAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api","google_books","",""
"F1EPAQAAMAAJ","financial statement analysis investing","financial statement analysis investing","40","12","52","2026-05-14T13:00:11+00:00","F1EPAQAAMAAJ","volume_id","1","Understanding Financial Statements","","Lyn M. Fraser, Aileen Ormiston","","","","A supplementary text for a variety of Business courses, including Principles of Financial Accounting, Intermediate Accounting, Investments, Personal Finance, and Financial Planning and Analysis. This classic text presents the conceptual background and analytical tools necessary to understand and interpret financial statements. The emphasis throughout is on the evaluation of financial statements and their usefulness for business decision-making - rather than on how the financial statements are constructed. Straightforward, understandable, and accessible - regardless of students background - it orients them toward what they will actually encounter in practice. By emphasizing how to solve unstructured problems and how to use accounting information for decision-making, it helps students learn how to think and reason through complex, real-world situations. *NEW - New accounting and reporting standards - Incorporated throughout, especially in regard to comprehensive income and segments. *NEW - Writing skills problems added to each chapter. *NEW - Internet problems added to each chapter. *NEW - Real corporation (PETsMART) problems added to each chapter. *Mini-cases using the financial sta","292","2001","2001","","Business & Economics","en","https://books.google.com/books/content?id=F1EPAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api","google_books","",""
"uPxCAAAAIAAJ","financial statement analysis investing","financial statement analysis investing","40","13","53","2026-05-14T13:00:11+00:00","uPxCAAAAIAAJ","volume_id","1","Analyzing Financial Statements","","Stephen Gilman","","","","","242","1925","1925","","Accounting","en","https://books.google.com/books/content?id=uPxCAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api","google_books","",""
"OHrPAAAAMAAJ","financial statement analysis investing","financial statement analysis investing","40","14","54","2026-05-14T13:00:11+00:00","OHrPAAAAMAAJ","volume_id","1","An Analysis of Investment Banking for Vocational Guidance","","Investment Bankers Association of America. Education Committee","","","","","72","1929","1929","","Investment banking","en","https://books.google.com/books/content?id=OHrPAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api","google_books","",""
"KWkUAAAAIAAJ","financial statement analysis investing","financial statement analysis investing","40","15","55","2026-05-14T13:00:11+00:00","KWkUAAAAIAAJ","volume_id","1","Annual Report of the President of the University for the Year Ending ...","","Stanford University","","","","Contains annual financial report, reports of schools, departments, committees, other administrative offices, and publications of the faculty.","1224","1927","1927","","","en","https://books.google.com/books/content?id=KWkUAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api","google_books","",""
"X8NHAAAAIAAJ","financial statement analysis investing","financial statement analysis investing","40","16","56","2026-05-14T13:00:11+00:00","X8NHAAAAIAAJ","volume_id","1","The Analysis of Financial Statements","","Aaron Morton Sakolski","","","","","66","1923","1923","","Corporations","en","https://books.google.com/books/content?id=X8NHAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api","google_books","",""
"ri79a3ckTX8C","financial statement analysis investing","financial statement analysis investing","40","18","58","2026-05-14T13:00:11+00:00","ri79a3ckTX8C","volume_id","1","Moody's Analyses of Railroad Investments","","John Sherman Porter","","","","American government securities); 1928-53 in 5 annual vols.:[v.1] Railroad securities (1952-53. Transportation); [v.2] Industrial securities; [v.3] Public utility securities; [v.4] Government securities (1928-54); [v.5] Banks, insurance companies, investment trusts, real estate, finance and credit companies ( 1928-54)","2282","1926","1926","","Corporations","en","https://books.google.com/books/content?id=ri79a3ckTX8C&printsec=frontcover&img=1&zoom=1&source=gbs_api","google_books","",""
"ADAUAQAAMAAJ","financial statement analysis investing","financial statement analysis investing","80","0","80","2026-05-14T13:00:14+00:00","ADAUAQAAMAAJ","volume_id","1","An Analysis of Issues Related to Criteria for Determining Materiality","","Financial Accounting Standards Board","","","","","274","1975","1975","","Accounting","en","https://books.google.com/books/content?id=ADAUAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api","google_books","",""
"P7ALAQAAIAAJ","financial statement analysis investing","financial statement analysis investing","80","2","82","2026-05-14T13:00:14+00:00","P7ALAQAAIAAJ","volume_id","1","Ratio Analysis of Financial Statements","An Explanation of a Method of Analysing Financial Statements by the Use of Ratios","Alexander Wall, Raymond William Duning","","","","","384","1928","1928","","Accounting","en","https://books.google.com/books/content?id=P7ALAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api","google_books","",""
"21g6AQAAMAAJ","financial statement analysis investing","financial statement analysis investing","80","3","83","2026-05-14T13:00:14+00:00","21g6AQAAMAAJ","volume_id","1","Investment Analysis","Fundamentals in the Analysis of Investment Securities","Walter Edwards Lagerquist","","","","","824","1922","1922","","Bonds","en","https://books.google.com/books/content?id=21g6AQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api","google_books","",""
"mHFIAQAAMAAJ","financial statement analysis investing","financial statement analysis investing","80","8","88","2026-05-14T13:00:14+00:00","mHFIAQAAMAAJ","volume_id","1","2400 Business Books and Guide to Business Literature","","New Jersey. Public Library","","","","","478","1920","1920","","","en","https://books.google.com/books/content?id=mHFIAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api","google_books","",""
"jjJCAQAAMAAJ","financial statement analysis investing","financial statement analysis investing","80","9","89","2026-05-14T13:00:14+00:00","jjJCAQAAMAAJ","volume_id","1","2400 Business Books","And Guide to Business Literature","Newark Public Library. Business Branch, Linda Huckel Morley, Adelaide Cecilia Knight","","","","","476","1920","1920","","Business","en","https://books.google.com/books/content?id=jjJCAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api","google_books","",""
"_xY7AQAAMAAJ","financial statement analysis investing","financial statement analysis investing","80","10","90","2026-05-14T13:00:14+00:00","_xY7AQAAMAAJ","volume_id","1","2100 Business Books, and Guide to Business Literature","","Newark Public Library. Business Branch","","","","","474","1920","1920","","Business","en","https://books.google.com/books/content?id=_xY7AQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api","google_books","",""
"UIEYAAAAIAAJ","financial statement analysis investing","financial statement analysis investing","80","12","92","2026-05-14T13:00:14+00:00","UIEYAAAAIAAJ","volume_id","1","Barron's Finance & Investment Handbook","","John Downes, Jordan Elliot Goodman","","","","Previous editions of this comprehensive reference book have been called arequired reading for students, investors, and writersa by"" USA Today,"" and aa teeming reservoir of informationa by the"" Oakland Tribune."" Updated to reflect the 2006 investment climate, the new edition of Barronas"" Finance and Investment Handbook"" presents a financial dictionary of more than 5,000 terms, an analysis of many current investment opportunities, guidelines for non-experts on what to look for when reading corporate reports and financial news sources, an up-to-date directory of hundreds of publicly traded corporations in the United States and Canada, and a directory listing the names and addresses of brokerage houses, mutual funds families, banks, federal and state regulators, and other major financial institutions. Here in one big volume is indispensable information for planning and maintaining a healthy investment portfolio.","1256","1990","1990","Barron's Educational Series","Business & Economics","en","https://books.google.com/books/content?id=UIEYAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api","google_books","",""
"P2MiAQAAMAAJ","financial statement analysis investing","financial statement analysis investing","80","14","94","2026-05-14T13:00:14+00:00","P2MiAQAAMAAJ","volume_id","1","Coordination of Investments in Transport Infrastructures","Analysis-recommendations-procedures : Study Drawn Up at the Request of the Commission of the European Communities","Commission of the European Communities","","","","","92","1973","1973","","Investments","en","https://books.google.com/books/content?id=P2MiAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api","google_books","",""
"X4RFAAAAYAAJ","financial statement analysis investing","financial statement analysis investing","80","15","95","2026-05-14T13:00:14+00:00","X4RFAAAAYAAJ","volume_id","1","Models for Investors in Real World Markets","","James R. Thompson, Edward E. Williams, M. Chapman Findlay, III","","","","The collapse of the Scholes-Merton Long Term Capital Management (LTCM) hedge fund created quite a fiasco. It made people who thought of the efficient market-based formulae for fair prices as rigid laws question their beliefs. Inspired by the collapse, this book provides an anti-efficient markets approach to investment theory and management.","416","2003","2003","Wiley-Interscience","Business & Economics","en","https://books.google.com/books/content?id=X4RFAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api","google_books","",""
"pVIUAQAAMAAJ","financial statement analysis investing","financial statement analysis investing","80","16","96","2026-05-14T13:00:14+00:00","pVIUAQAAMAAJ","volume_id","1","Analysis of Industrial Securities","","Carl Kraft","","","","","332","1930","1930","","Industries","en","https://books.google.com/books/content?id=pVIUAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api","google_books","",""
"tEYUAQAAMAAJ","financial statement analysis investing","financial statement analysis investing","80","18","98","2026-05-14T13:00:14+00:00","tEYUAQAAMAAJ","volume_id","1","Audits of Investment Companies, with Conforming Changes as of May 1, 1994","","American Institute of Certified Public Accountants. Investment Companies Special Committee","","","","","274","1994","1994","","Mutual funds","en","https://books.google.com/books/content?id=tEYUAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api","google_books","",""
"u2m4EAAAQBAJ","trade execution slippage liquidity","trade execution slippage liquidity","0","3","3","2026-05-14T13:00:16+00:00","u2m4EAAAQBAJ","volume_id","1","The Quant Trader's Handbook","A Complete Guide to Algorithmic Trading Strategies and Techniques","Josh Luberisse","","","","In ""The Quant Trader's Handbook,"" Josh masterfully navigates the intricate world of algorithmic trading, shedding light on its various complexities and revealing the secrets that drive the success of some of the most prominent quantitative hedge funds and traders. Through a blend of captivating storytelling and rigorous analysis, this guide offers readers an unparalleled opportunity to delve into the mechanics of quantitative trading, exploring the strategies, technologies, and practices that have transformed the financial landscape. As modern markets continue to be shaped by the silent precision of algorithms, it becomes essential for traders and investors to understand the underlying mechanics that drive these systems. This book promises to immerse its readers in the rich tapestry of the algorithmic trading realm, stretching from its nascent beginnings in the 1970s to the AI-integrated strategies of the 21st century. Inside, you'll embark on a chronological journey starting with the pioneering days of electronic stock markets and culminating in the sophisticated high-frequency trading systems of today. Alongside this, Josh takes you through the ins and outs of popular quantitative trading strategies, illustrated with intuitive pseudocode examples, like the Moving Average Crossover and the Pair Trading Strategy, ensuring even those new to the domain can grasp the nuances. But this isn't just a book about code and numbers. The Quant Trader's Handbook paints the bigger picture. With detailed network diagrams, you'll gain insights into the architectural complexity and beauty of modern trading systems, understanding how various components seamlessly intertwine to make real-time decisions in the blink of an eye. As you embark on this journey with Josh, you'll discover the foundational concepts of algorithmic trading, unravel the mysteries of quantitative analysis and modeling, and gain valuable insights into the inner workings of execution and order management. From the depths of data mining techniques to the heights of infrastructure and technology, each chapter is meticulously crafted to provide a thorough understanding of the various aspects that contribute to a successful algorithmic trading business. In addition to its wealth of practical knowledge, ""The Quant Trader's Handbook"" also delves into the regulatory and compliance considerations that are essential for navigating today's financial markets. With a keen eye for detail and a remarkable ability to contextualize even the most technical topics, Josh brings to life the fascinating stories of industry giants like Renaissance Technologies, DE Shaw, and Two Sigma, painting a vivid picture of the rise of quantitative finance. Whether you're an aspiring quant looking to make your mark in the world of finance, an investor trying to demystify the black box of algorithmic trading, or merely a curious soul eager to understand how bits and bytes are silently shaping the financial world, ""The Quant Trader's Handbook"" is an indispensable resource that will captivate, inform, and inspire you. Join Josh as he unravels the secrets of the world's most successful traders and embark on a journey that may just change the way you see the markets forever.","122","","","Fortis Novum Mundum","Business & Economics","en","https://books.google.com/books/content?id=u2m4EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","google_books","",""
