corpus_row,title,author,source,quality_tier,relevance_tier,confidence,keep_decision,judge_status,avg_rating_best,review_count_best,rating_source_best,evidence_urls,reason,red_flags,duplicate_group,suggested_canonical_title
314,World Economic Interdependence and the Evolving North-South Relationship,Organisation for Economic Co-operation and Development,metadata_only,DROP_D,low,medium,drop,ok,,,none,,"This is a 1983 OECD policy report on North-South economic relations, not a book on investing, trading, or financial markets. It is highly dated and has no ratings, reviews, or web evidence suggesting ongoing relevance. Its relevance to Atlas's core scope of investing, trading, and macro is extremely peripheral, making it unsuitable for inclusion.",1983 OECD policy report; no ratings or reviews; no web evidence; highly dated; not a book for investors or traders,306,World Economic Interdependence and the Evolving North-South Relationship
315,Surplus Capacity in the International Metals Industry,"John Cordes, Thomas F. Torries",metadata_only,DROP_D,low,low,drop,ok,,,none,,"This appears to be a narrow 1989 academic or government report on surplus capacity in metals industries, with no publisher, no ratings, and no web evidence. The topic is tangentially related to commodities but is primarily an industrial economics study rather than an investing, trading, or macro finance resource. With no evidence of broader recognition or relevance to Atlas's core scope, this should be dropped.",no publisher info; no ratings or reviews; 1989 niche academic report; no web evidence; narrow industrial economics topic outside investing/trading/macro scope,307,Surplus Capacity in the International Metals Industry
316,Trustee Investment Strategy for Endowments and Foundations,Chris Russell,metadata_only,KEEP_B,medium,low,keep,ok,,,none,,"Published by John Wiley & Sons in 2006, this book addresses a genuine specialist niche — trustee investment governance for endowments and foundations — which is credibly relevant to institutional investing and fiduciary responsibility. The description is professional and substantive, with no red flags suggesting low quality or hype. However, no ratings or web evidence are available, and the topic sits at the narrower end of Atlas's investing/markets scope, making a KEEP_B the appropriate conservative assignment pending further evidence.",,308,Trustee Investment Strategy for Endowments and Foundations
317,Rekindling Investment for Economic Development in Nigeria,Nigerian Economic Society. Annual Conference,metadata_only,DROP_D,low,high,drop,ok,,,none,,"This is a 1998 Nigerian Economic Society conference proceedings volume focused on regional development economics, not investing, trading, or financial markets. No ratings, reviews, or web evidence exist. The narrow geographic and policy-development scope makes it low-relevance for Atlas, which focuses on investing, trading, and macro. No canonical override applies.",no rating or reviews; highly specific regional academic conference proceedings; 1998 publication with no web presence; not relevant to investing/trading/financial markets/macro scope,309,Rekindling Investment for Economic Development in Nigeria
318,Aanwinsten van de Centrale Bibliotheek (Queteletfonds),Bibliothèque centrale (Fonds Quetelet),metadata_only,DROP_D,low,high,drop,ok,,,none,,"This is an acquisitions catalog from the Belgian Quetelet Fund Central Library (a statistics/economics library), not an investing or trading book. It is a bibliographic listing of library acquisitions, entirely irrelevant to Atlas's scope. No ratings, no web evidence, and no relevance to investing, trading, or financial markets.",library acquisitions catalog; not a book for investors/traders; no description or ratings; institutional bibliography/catalog entry,310,Aanwinsten van de Centrale Bibliotheek (Queteletfonds)
319,Index to Overhead Transparencies,National Information Center for Educational Media,metadata_only,DROP_D,low,high,drop,ok,,,none,,"This is a 1975 library reference index for overhead transparencies published by the National Information Center for Educational Media — an educational media catalog with zero relevance to investing, trading, financial markets, or macro. It is not a book in any meaningful sense for Atlas's purposes. No ratings, no web evidence, and no connection to the domain.",not related to investing/trading/markets/macro; library catalog/index reference material from 1975; no ratings or reviews; no relevance to Atlas scope,311,Index to Overhead Transparencies
320,Index to Educational Overhead Transparencies,National Information Center for Educational Media,metadata_only,DROP_D,low,high,drop,ok,,,none,,"This is a 1975 index of educational overhead transparencies published by a media information center — entirely unrelated to investing, trading, financial markets, or macro. It is a bibliographic catalog with no investment content whatsoever. There is no basis for retention in Atlas.",no relevance to investing/trading/financial markets/macro; 1975 index/catalog of educational media transparencies; purely archival/bibliographic reference material,312,Index to Educational Overhead Transparencies
321,Transactions Costs and Internal Labor Markets,Sherwin Rosen,metadata_only,DROP_D,low,medium,drop,ok,,,none,,"This appears to be a 1987 academic paper or working paper by economist Sherwin Rosen applying transactions cost theory to internal labor markets — not a book relevant to investing, trading, or financial markets. While Rosen is a respected labor economist, the content is narrowly focused on organizational economics and labor allocation theory. No publisher, ratings, or web evidence support it as a standalone book, and its relevance to Atlas's investing/trading/macro scope is very low.","academic working paper / conference paper, not a book; no publisher listed; labor economics / organizational theory focus, not investing/trading/markets/macro",313,Transactions Costs and Internal Labor Markets
322,Tax Neutrality and Intangible Capital,"Don Fullerton, Andrew B. Lyon",metadata_only,REVIEW_C,medium,low,review,ok,,,none,,"This appears to be a 1987 academic paper or NBER working paper by Don Fullerton and Andrew Lyon on tax neutrality and intangible capital — a narrow topic in public finance/tax economics. While the authors are credible economists (Fullerton is well-known in public finance), there is no evidence this is a standalone book with significant readership or relevance to Atlas's investing/trading/markets focus. Without publisher info, ratings, or web evidence, confidence is low and a human review is warranted.",no publisher listed; no ratings or reviews found; 1987 NBER working paper / academic paper rather than book; very narrow academic tax policy topic,314,Tax Neutrality and Intangible Capital
323,Contraction and Expansion,Richard Barry Freeman,metadata_only,DROP_D,low,high,drop,ok,,,none,,"This appears to be an academic working paper (not a book) on public vs. private sector unionism trends, authored by labor economist Richard Freeman. The subject matter — union organization and management opposition — is labor economics, not investing, trading, financial markets, or macro. It has no publisher, no ratings, and no web evidence. It falls entirely outside Atlas's scope.",academic paper not a book; labor economics / union studies topic unrelated to investing/trading/financial markets/macro; no publisher; no ratings or web evidence,315,Contraction and Expansion
324,Can States Stop Corporate Takeovers?,Sharon Pamepinto,metadata_only,DROP_D,low,high,drop,ok,,,none,,"This 1987 work appears to be a narrow legal or policy monograph on state regulation of corporate takeovers, with no publisher listed, no ratings, and no web evidence of ongoing relevance. While M&A and takeovers are tangentially related to finance, this book focuses on legal/regulatory policy rather than investing or trading practice. With no credibility signals and low relevance to Atlas's core scope, it should be dropped.",no publisher; no rating or reviews; 1987 legal/policy text with no web presence; low relevance to investing/trading/markets/macro,316,Can States Stop Corporate Takeovers?
325,The Parliamentary Debates (Hansard).,Great Britain. Parliament. House of Lords,metadata_only,DROP_D,low,high,drop,ok,,,none,,"This is the official Hansard record of UK House of Lords parliamentary debates, a government document rather than a book on investing, trading, or financial markets. It has no relevance to Atlas's scope and no ratings or supporting evidence. There is no basis to keep this in a financial book recommender.","government parliamentary record, not a book; no relevance to investing/trading/financial markets/macro; no ratings or reviews",317,The Parliamentary Debates (Hansard).
326,Marketing and Economic Development,"James E. Littlefield, Magdolna Csath",metadata_only,DROP_D,low,high,drop,ok,,,none,,"This is a 1988 academic conference proceedings volume on marketing and economic development, with no ratings, no web presence, and no manual annotations in Atlas. The content focuses on marketing in less-developed countries and cultural/ethical aspects of marketing rather than investing, trading, financial markets, or macro topics. It falls well outside Atlas's core relevance scope and has no evidence of canonical status or ongoing readership.",conference proceedings volume; no ratings or reviews; marketing/development focus outside investing/trading/markets/macro scope; 1988 academic conference record with no web presence,318,Marketing and Economic Development
327,Python for Automated Trading Systems,J.P.Morgan,metadata_only,DROP_D,medium,high,drop,ok,,,none,,"This book has no verifiable publication metadata, no ratings, and uses a fraudulent or misleading publisher name ('J.P.Morgan') that misappropriates a well-known brand. The description is heavily promotional with hyperbolic language typical of low-quality self-published trading guides. No web evidence, canonical citations, or credible author signals were found to override these red flags.","Publisher listed as 'J.P.Morgan' which is almost certainly a fake/misleading publisher name (not the investment bank); No year of publication; No ratings or reviews found anywhere; Description uses hyperbolic/salesy language ('Transform Your Trading Game', 'Unlock the future'); Targets 'beginners' in crypto trading bots — a common low-quality niche; No web evidence or credibility signals found",319,Python for Automated Trading Systems
328,Strategic Futures Trading,Jacob Bernstein,metadata_only,KEEP_B,high,low,keep,ok,,,none,,"Jacob Bernstein is a recognized and prolific author in futures trading with a long track record of credible specialist works. Published by Kaplan Publishing, the book covers timing indicators and risk management for futures speculation — directly relevant to Atlas's scope. No ratings or web evidence are available, but the author's reputation and topic specificity support a KEEP_B designation. The content is technical and practitioner-focused rather than hyperbolic or beginner-oriented.",no web evidence found; no ratings available; 1992 publication may be dated,320,Strategic Futures Trading
329,Computerized Trading,Mark Jurik,metadata_only,REVIEW_C,high,low,review,ok,,,none,,"Mark Jurik is a known figure in technical analysis and algorithmic trading, and Penguin Putnam is a credible publisher, lending some legitimacy to this multi-contributor guide on computerized trading. The topic is highly relevant to Atlas's scope. However, no ratings or web evidence exist to confirm quality or reception, and the 1999 date means much of the content may be obsolete given how dramatically computerized trading has evolved. A human review is warranted to assess whether it retains canonical or historical value.",no ratings or reviews found; description uses mild hype ('ground-breaking'); 1999 publication may be outdated for computerized trading,321,Computerized Trading
330,Electronic Currency Trading for Maximum Profit,"Keith Long, Kurt Walter",metadata_only,DROP_D,medium,medium,drop,ok,,,none,,"This 2001 forex trading book by obscure authors via a general trade publisher has no ratings, no web evidence, and no canonical standing. The 'Maximum Profit' framing triggers the hard red-flag rule for hyperbolic return claims. Even setting that aside, a 20+ year old book on electronic currency trading would be severely outdated and lacks any evidence of lasting influence or credibility in the field.","'Maximum Profit' in title suggests hyperbolic framing; published 2001 making content highly dated for electronic/online forex trading; unknown authors with no web presence found; Prima Lifestyles is a general trade publisher, not a specialist finance imprint",322,Electronic Currency Trading for Maximum Profit
331,The Compleat Day-trader,Jacob Bernstein,metadata_only,KEEP_B,high,low,keep,ok,,,none,,"Jacob Bernstein is a credible and prolific author on futures and technical trading, and McGraw-Hill is a reputable financial publisher. The book focuses specifically on day trading futures markets with charts and strategy analysis, which is highly relevant to Atlas's scope. The 1995 publication date makes some content dated, but foundational day-trading methodology retains value. No ratings are available, but the author/publisher combination supports a KEEP_B designation pending further review.",no ratings available; dated (1995); no web evidence,323,The Compleat Day-trader
332,The C.F.A. Digest,Institute of Chartered Financial Analysts,metadata_only,DROP_D,medium,low,drop,ok,,,none,,"The CFA Digest is a periodical digest publication by the Institute of Chartered Financial Analysts, summarizing research articles rather than serving as a standalone educational book. No ratings, reviews, or web evidence exist to support its value as a book recommendation. As a digest/summary serial from 1994, it does not fit the Atlas book-recommendation format and is unlikely to be useful to readers as a discrete title.",digest/summary publication; no description; no ratings or reviews; periodical/serial rather than standalone book; 1994 institutional digest unlikely to add value as a book recommendation,324,The C.F.A. Digest
333,What Works in Online Trading,Mark Etzkorn,metadata_only,REVIEW_C,medium,low,review,ok,,,none,,"Published by Wiley in 2001, which lends some credibility, but no ratings, reviews, or web evidence are available to assess reception. The book investigates online day trading practices from the early internet era, which limits its contemporary relevance given how dramatically markets and technology have changed. Without further evidence of canonical status or author reputation, a human review is warranted before keeping or dropping.",dated (2001); no web evidence found; no ratings available; day trading focus may be too narrow/niche,325,What Works in Online Trading
334,Getting More Out of TIAA-CREF,John J. Harrigan,metadata_only,DROP_D,low,high,drop,ok,,,none,,"This 1995 book covers a single retirement account provider (TIAA-CREF), making it extremely narrow in scope and highly dated. There is no publisher, no ratings, no web evidence, and no annotations in Atlas to support its quality or relevance. Its niche focus on one institution's retirement plan does not meet the investing/trading/markets/macro relevance threshold for Atlas.",no publisher listed; no ratings or reviews found; very narrow niche topic (single retirement plan provider); 1995 publication highly dated; no web evidence of credibility or use,326,Getting More Out of TIAA-CREF
335,The Austrian Financial Markets,Wolfgang Müller,metadata_only,DROP_D,low,low,drop,ok,,,none,,"This 1997 book covers Austrian financial markets specifically, which is a very narrow regional scope with limited relevance to Atlas's broader investing, trading, and macro focus. No publisher, ratings, reviews, or web evidence are available to assess quality. Given its age, regional specificity, and complete lack of supporting evidence, it is not suitable for inclusion.",no web evidence; no publisher listed; highly niche regional market focus; 1997 publication likely outdated; no ratings or reviews,327,The Austrian Financial Markets
336,How to Select Top-performing Mutual Fund Investments,"Aaron H. Coleman, David H. Coleman",metadata_only,DROP_D,medium,high,drop,ok,,,none,,"This 1993 book on mutual fund selection by unknown authors from an obscure publisher has no ratings, no web evidence, and no credibility signals. The content is likely severely outdated given the significant changes in the mutual fund industry over the past 30 years. With no canonical status, no author reputation, and no supporting evidence, this book does not meet Atlas quality standards.",no ratings or reviews found; obscure publisher with no web presence; 1993 publication date makes content outdated for mutual fund selection; unknown authors with no credibility signals; beginner/introductory framing,328,How to Select Top-performing Mutual Fund Investments
337,Emerging Governance Practices in Enterprise Risk Management,Matteo Tonello,metadata_only,REVIEW_C,medium,low,review,ok,,,none,,"This appears to be a corporate governance/ERM report by Matteo Tonello, likely published by The Conference Board given his affiliation, focused on enterprise risk management practices at organizations. While ERM has some relevance to financial risk management, this report targets corporate governance practitioners rather than investors or traders. No ratings, reviews, or web evidence exist to assess quality or impact.",no web evidence; corporate governance report rather than investing/trading book; 2007 publication may be dated for ERM practices,329,Emerging Governance Practices in Enterprise Risk Management
338,Annual Report,Mitsubishi Tōkyō Fainansharu Gurūpu,metadata_only,DROP_D,low,high,drop,ok,,,none,,"This is a corporate annual report from Mitsubishi Tokyo Financial Group (2001), not a book. Annual reports are primary corporate documents, not educational or analytical works suitable for a book recommendation platform. It has no ratings, no description, and no web evidence supporting its inclusion in Atlas.","annual report, not a book; corporate document not suitable for a book recommender; no publisher or description; no ratings or reviews",330,Annual Report
339,INFORMS Annual Meeting,Institute for Operations Research and the Management Sciences. National Meeting,metadata_only,DROP_D,low,high,drop,ok,,,none,,"This entry appears to be an INFORMS annual meeting program or conference proceedings, not a proper book. It has no description, no publisher, no ratings, and no web evidence. Conference proceedings from an operations research society are not appropriate for Atlas's investing/trading/markets/macro book recommender.","conference proceedings/meeting program, not a book; no description, no publisher, no ratings; not a retail book suitable for a reading recommender",331,INFORMS Annual Meeting
340,Consultants and Consulting Organizations Directory,Janice W. McLean,metadata_only,DROP_D,low,high,drop,ok,,,none,,"This is a 1999 directory indexing consulting firms and consultants by geography, activity, and name — a reference catalog with no relevance to investing, trading, financial markets, or macroeconomics. It has no ratings, no web evidence, and no canonical status in Atlas's domain. It should be dropped on both relevance and quality grounds.","directory/reference index, not a book on investing or trading; no ratings or web evidence; not relevant to investing/trading/financial markets/macro",332,Consultants and Consulting Organizations Directory
341,Building Algorithmic Trading Systems,William Johnson,metadata_only,REVIEW_C,high,low,review,ok,,,none,,"The book covers a highly relevant topic (algorithmic trading systems) and the description sounds substantive, covering data analysis, risk management, and ML/AI applications. However, HiTeX Press is an obscure publisher with no verifiable reputation, there is zero web evidence or community validation, and no ratings exist. Without any corroborating evidence of author credentials or community reception, this requires human review before keeping.",unknown publisher (HiTeX Press); no web evidence found; no ratings or reviews; 2024 publication with zero web presence; step-by-step guide framing edges toward introductory/beginner territory,333,Building Algorithmic Trading Systems
342,Financial Econometrics,William Johnson,metadata_only,REVIEW_C,high,low,review,ok,,,none,,"The topic (financial econometrics, volatility modeling, time series, options pricing) is highly relevant to Atlas's investing/markets scope. However, the publisher HiTeX Press is obscure, the author William Johnson has no verifiable credentials or web presence, and there is zero external evidence of the book's quality or adoption. The 'beginners and seasoned professionals' framing is a soft red flag but not disqualifying; this warrants human review rather than an automatic drop.",unknown publisher (HiTeX Press); unknown author with no web presence; 2024 publication with zero web evidence; description mentions 'beginners' as target audience,334,Financial Econometrics
343,Continuous-time Methods and Market Microstructure,Andrew Wen-Chuan Lo,metadata_only,KEEP_B,high,medium,keep,ok,,,none,,"Andrew Lo is a highly credible and foundational figure in financial econometrics and market microstructure, and this Edward Elgar collection covers core topics (random walk, asset pricing, APT, term structure, variance bounds) that are directly relevant to Atlas's investing/trading/markets scope. The absence of ratings is neutral given the academic anthology format and reputable publisher. The description aligns well with serious graduate-level financial econometrics content rather than a popular or low-quality summary work.",,335,Continuous-time Methods and Market Microstructure
344,Market Microstructure and Market Liquidity,"Jun Muranaga, Tokiko Shimizu",metadata_only,REVIEW_C,high,low,review,ok,,,none,,"The topic — market microstructure and liquidity — is directly relevant to Atlas's scope, and the analytical approach (simulation model, efficiency/stability relationship) suggests a credible academic or policy-oriented work. However, no publisher information, no ratings, no web evidence, and no manual annotations are available, making quality assessment very uncertain. The authors appear to be associated with the Bank of Japan (a credible institutional context for 1999), but without corroborating evidence this warrants human review rather than a confident keep or drop decision.",,336,Market Microstructure and Market Liquidity
345,Econometric Models of Limit-order Executions,"Andrew Wen-Chuan Lo, Archie Craig MacKinlay, June Zhang",metadata_only,REVIEW_C,medium,low,review,ok,,,none,,"This appears to be an academic working paper (1997) by Andrew Lo and Craig MacKinlay (credible finance/econometrics authors) on limit-order execution modeling, which is directly relevant to market microstructure. However, the description is entirely mismatched — it discusses monetary shocks and business cycles, not limit orders — suggesting a metadata error. Without web evidence and with a garbled description, this cannot be confidently classified.","description mismatch: title is about limit-order executions but description discusses monetary policy/business cycle models; likely a working paper or academic paper, not a book; no publisher, no ratings, no web evidence",337,Econometric Models of Limit-order Executions
346,Expectations and Market Microstructure when Liquidity is Lost,"Jun Muranaga, Tokiko Shimizu",metadata_only,REVIEW_C,medium,low,review,ok,,,none,,"This appears to be a working paper or research memo by Bank of Japan researchers on market microstructure and liquidity evaporation, topics highly relevant to financial markets. However, there is no publisher, no ratings data, no web evidence, and no manual annotations, making quality assessment nearly impossible. The topic (price discovery halts, liquidity evaporation via simulation) is academically relevant but the document format is unclear — it may not qualify as a standalone book.",no publisher listed; no ratings or reviews found; appears to be a working paper or conference paper rather than a book; 1999 date suggests it may be a research memo,338,Expectations and Market Microstructure when Liquidity is Lost
347,The Law and Economics of Best Execution,Jonathan R. Macey,metadata_only,REVIEW_C,medium,low,review,ok,,,none,,"Jonathan R. Macey is a credible Yale law professor known for securities and corporate law scholarship, lending some credibility to this title. The topic of best execution in financial markets is relevant to trading and market microstructure. However, no web evidence, ratings, or publisher information is available, and the 1997 date makes it potentially dated. Without further evidence, this warrants human review rather than a confident keep or drop decision.",no web evidence; no publisher listed; no ratings or reviews,339,The Law and Economics of Best Execution
348,The Microstructure of Securities Markets,Kalman J. Cohen,metadata_only,KEEP_B,high,low,keep,ok,,,none,,"Kalman J. Cohen was a prominent finance academic, and 'The Microstructure of Securities Markets' (Prentice Hall, 1986) addresses market microstructure — a highly relevant topic for trading and financial markets. Published by a credible academic press during the foundational era of microstructure research, this is likely a serious scholarly work. No web evidence or ratings are available, so confidence is low, but the title, author credentials, and publisher suggest genuine academic value warranting a KEEP_B designation pending further review.",,340,The Microstructure of Securities Markets
349,The Flow of Information in Financial Markets,Allan A. Zebedee,metadata_only,REVIEW_C,medium,low,review,ok,,,none,,"The title suggests relevance to market microstructure and information asymmetry in financial markets, which aligns with Atlas's scope. However, there is no web evidence, no publisher, no ratings, and the author Allan A. Zebedee is not recognizable as a prominent figure in the field. With metadata only, this cannot be confidently placed without human review.",no publisher listed; no web evidence found; no ratings or reviews; unknown author,341,The Flow of Information in Financial Markets
350,Journal of Financial Economics,"Graduate School of Management, Harvard University, University of Rochester",metadata_only,DROP_D,high,high,drop,ok,,,none,,"The Journal of Financial Economics is a prestigious peer-reviewed academic journal, not a book. It is not suitable for inclusion in a book recommender system. While highly relevant to the investing/finance domain, cataloging a journal (or a journal issue) rather than a standalone book is a category error for Atlas's purposes.","This is an academic journal, not a book; Not appropriate for a book recommender catalog; No meaningful metadata to judge as a standalone work",342,Journal of Financial Economics
351,An Intraday Analysis of Stock Market Liquidity,Joe Lange,metadata_only,REVIEW_C,medium,low,review,ok,,,none,,"The title suggests a niche academic or technical study on intraday stock market liquidity, which is relevant to trading and financial markets. However, there is no publisher, no ratings, no reviews, and no web evidence to assess quality or credibility. Without corroborating evidence of peer recognition, citation, or publication by a reputable press, this cannot be confidently kept or dropped and warrants human review.",no publisher listed; no ratings or reviews found; no web evidence; obscure or unpublished work,343,An Intraday Analysis of Stock Market Liquidity
352,Transaction Costs and Institutional Investor Trading Strategies,"Robert Alan Schwartz, David K. Whitcomb",metadata_only,KEEP_B,high,low,keep,ok,,,none,,"Robert Schwartz is a well-regarded academic in market microstructure and institutional trading, and transaction costs are a core topic in institutional investing and trading strategy. The 1988 date suggests this is an early specialist academic work in a foundational area. No ratings or web evidence are available, but the author's credibility and direct relevance to Atlas's scope support keeping it as a credible specialist title.",,344,Transaction Costs and Institutional Investor Trading Strategies
353,"An Analysis of Market Organization, Order Strategy and Market Quality",Gail Michele Belonsky,metadata_only,DROP_D,medium,low,drop,ok,,,none,,"This appears to be an unpublished academic dissertation or working paper from 1996 with no publisher, no ratings, and no web evidence of circulation or impact. While the topic (market microstructure, order strategy, market quality) is relevant to trading and financial markets, there is no evidence this work achieved any notable readership or influence. With zero web presence and no supporting metadata, it cannot be confidently recommended for Atlas.",no publisher listed; no ratings or reviews found; likely academic dissertation or unpublished thesis from 1996; no web evidence or citations found,345,"An Analysis of Market Organization, Order Strategy and Market Quality"
354,Financial Futures and Options Markets,Robert T. Daigler,metadata_only,KEEP_B,high,low,keep,ok,,,none,,"Robert T. Daigler is a recognized academic in derivatives markets, and this 1994 HarperCollins College text on financial futures and options is directly relevant to trading and financial markets. No ratings or web evidence are available, but the publisher and author credentials suggest a credible specialist textbook rather than a low-quality work. Given the highly relevant subject matter and academic provenance, KEEP_B is appropriate pending further verification.",,346,Financial Futures and Options Markets
355,Effects of Trading Halt System on Market Functioning,"Jun Muranaga, Tokiko Shimizu",metadata_only,REVIEW_C,medium,low,review,ok,,,none,,"This appears to be an academic or working paper on market microstructure, specifically trading halt mechanisms and their effects on market functioning — a relevant but niche topic within financial markets. The authors Jun Muranaga and Tokiko Shimizu are likely affiliated with the Bank of Japan based on naming conventions and the 1999 timeframe, suggesting institutional credibility. However, with no publisher, no ratings, and no web evidence, it is impossible to assess quality or impact confidently. A human reviewer should determine whether this is a credible research paper worth including for specialist microstructure coverage.",no publisher listed; no ratings or reviews found; no web evidence,347,Effects of Trading Halt System on Market Functioning
356,An Ordered Probit Analysis of Transaction Stock Prices,"Jerry A. Hausman, Andrew Wen-Chuan Lo, Archie Craig MacKinlay",metadata_only,REVIEW_C,medium,low,review,ok,,,none,,"This appears to be an academic research paper (likely an NBER working paper) by highly credible authors—Hausman, Lo, and MacKinlay are all prominent financial economists—on microstructure econometrics of transaction prices. However, it is almost certainly not a standalone book but rather a journal article or working paper, making it inappropriate for a book recommendation platform. Without publisher information, ratings, or web evidence confirming book status, this warrants human review rather than automatic retention or dropping.","appears to be an academic working paper/article, not a book; no publisher listed; no ratings or reviews found; 1991 date suggests this may be a NBER working paper",348,An Ordered Probit Analysis of Transaction Stock Prices
357,International Investments,Bruno H. Solnik,metadata_only,KEEP_B,high,medium,keep,ok,,,none,,"Bruno Solnik is a highly respected academic and practitioner in international finance, and 'International Investments' is a well-known textbook that has gone through multiple editions, widely used in finance courses covering international diversification, currency risk, and global portfolio management. Published by Addison Wesley, a credible academic publisher, the book covers core topics directly relevant to Atlas's investing and financial markets scope. No ratings are available but the canonical status of this textbook and the author's strong reputation justify a KEEP_B designation.",,349,International Investments
358,Limit Order Book as a Market for Liquidity,"Thierry Foucault, Ohad Kadan, Eugene Kandel",metadata_only,KEEP_B,high,medium,keep,ok,,,none,,"Thierry Foucault is a highly respected academic in market microstructure, and this 2001 paper/book on limit order books is a foundational work in the field, widely cited in academic literature on trading and market design. The topic is directly relevant to Atlas's investing and financial markets scope, specifically covering market microstructure and liquidity provision mechanisms. No ratings exist as this appears to be an academic working paper or monograph rather than a trade book, but the authors' credentials (Foucault, Kadan, Kandel) and the canonical nature of the subject matter support keeping it.",,350,Limit Order Book as a Market for Liquidity
359,Performance of International Securities Markets,Heiko Schmiedel,metadata_only,DROP_D,medium,low,drop,ok,,,none,,"This appears to be a narrow academic dissertation or working paper (the description 'Tiivistelmä' is Finnish for 'abstract'), with no publisher, no ratings, and no web evidence of circulation or influence. There is no indication it has been widely read, cited on investment reading lists, or recognized as a canonical work in international securities markets. With no corroborating evidence of quality or impact, this does not meet the bar for Atlas inclusion.",no ratings or reviews found; no publisher listed; description is only 'Tiivistelmä' (abstract/summary in Finnish); likely an academic dissertation or working paper with minimal reach,351,Performance of International Securities Markets
360,Regulating Exchanges and Alternative Trading Systems,"Jonathan R. Macey, Maureen O'Hara",metadata_only,KEEP_B,high,medium,keep,ok,,,none,,"Jonathan Macey (Yale Law) and Maureen O'Hara (Cornell, market microstructure authority) are both highly credible academic experts in financial markets and regulation. The topic—regulating exchanges and alternative trading systems—is directly relevant to Atlas's financial markets scope, especially given the rise of ECNs and ATSs in the late 1990s regulatory environment. No rating data is available, but the author credentials and subject matter strongly support retention as a credible specialist work. Published in 1998, it is historically significant as a foundational academic treatment of exchange regulation.",,352,Regulating Exchanges and Alternative Trading Systems
361,Share Liquidity and Corporate Efforts to Enhance it,Maria Gårdängen,metadata_only,DROP_D,low,low,drop,ok,,,none,,"This appears to be a narrow academic dissertation or working paper from 2005 on share liquidity, with no publisher, no ratings, and no web evidence of broader impact or recognition. The topic is tangentially related to financial markets but the work shows no signs of canonical status or wide readership. With zero annotations, no evidence of use on reading lists, and metadata-only evaluation, this does not meet the bar for Atlas inclusion.",no publisher info; no ratings or reviews; no web evidence; likely academic thesis/dissertation with very limited reach,353,Share Liquidity and Corporate Efforts to Enhance it
362,Financial Modelling,Andrzej M. J. Skulimowski,metadata_only,REVIEW_C,medium,low,review,ok,,,none,,"Metadata-only assessment with no web evidence, no publisher, no description, and no ratings available for this 1999 book by Andrzej Skulimowski. The title 'Financial Modelling' is highly relevant to Atlas's investing/financial markets scope, but without any corroborating evidence of quality, readership, or canonical status, a confident tier assignment is not possible. Skulimowski appears to be an academic researcher in decision support and AI, but this specific work cannot be verified. Flagged for human review.",no publisher listed; no description available; no web evidence; 1999 publication with no ratings or reviews found,354,Financial Modelling
363,The Challenge of Information Technology for the Securities Markets,Salomon Brothers Center for the Study of Financial Institutions,metadata_only,DROP_D,low,low,drop,ok,,,none,,"This 1989 volume focuses on information technology infrastructure for securities markets, a topic that is both extremely dated and only tangentially relevant to Atlas's core investing/trading/markets/macro scope. No ratings, reviews, or web evidence were found to suggest canonical status or ongoing relevance. The Salomon Brothers Center is credible, but the subject matter has been entirely superseded by decades of technological change.","1989 publication date — severely outdated for IT/technology topics; No ratings or reviews found; No web evidence or citations found; Narrow institutional/technical focus on IT infrastructure, not investing/trading/markets/macro",355,The Challenge of Information Technology for the Securities Markets
365,Financial Statement Analysis,Charles H. Gibson,metadata_only,KEEP_B,high,low,keep,ok,,,none,,"Charles H. Gibson's 'Financial Statement Analysis' is a well-known textbook in accounting and finance education, widely used in university courses, and the description emphasizes real-world examples and analytical depth rather than oversimplification. South-Western Educational Publishing is a credible academic publisher. The 1998 edition is dated but the subject matter—financial statement analysis—is directly relevant to investing and financial markets. No ratings data is available, but the book's academic pedigree and subject relevance support a KEEP_B designation.",,356,Financial Statement Analysis
366,Financial Statement Analysis,"Ray Ball, S. P. Kothari",metadata_only,KEEP_B,high,medium,keep,ok,,,none,,"Ray Ball and S.P. Kothari are both highly respected academic finance scholars — Ball is famous for the Ball-Brown (1968) study on earnings and stock prices, and Kothari is a leading authority on accounting-based valuation and financial statement analysis. Published by McGraw-Hill in 1994, this textbook on financial statement analysis is directly relevant to investing and markets. No rating data is available, but the authors' strong academic credentials and the topic's direct relevance to fundamental analysis support keeping it.",,357,Financial Statement Analysis
367,Financial Reporting and Statement Analysis,Clyde P. Stickney,metadata_only,KEEP_B,medium,low,keep,ok,,,none,,"Clyde Stickney is a well-regarded accounting/finance academic and this textbook on financial statement analysis has been used in MBA programs, covering economically relevant analysis of firms. The strategic approach integrating economics, accounting, and business strategy gives it moderate relevance to investing and financial markets. However, the 1996 date makes it potentially outdated, and no ratings data is available to confirm current standing. Keeping as KEEP_B given the credible academic author and substantive topic relevance to fundamental analysis.",no web evidence; 1996 publication may be dated; textbook format,358,Financial Reporting and Statement Analysis
